交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(元),换手率(%),MA5,MA10,MA20,MA60,MA120,MA250,MACD_DIF,MACD_DEA,MACD柱,RSI6,RSI12,RSI24,KDJ_K,KDJ_D,KDJ_J,BOLL中轨,BOLL上轨,BOLL下轨,60日波动率
20210813,33.13038228,34.1018896,32.73384868,32.8131554,33.3088224,-0.4956669999999974,-1.4881,7614520,254637334.8,1.0288,33.59630926,35.17748699,36.849867448,,,,-1.3995304907906672,-0.8844461037543432,-1.030168774072648,28.928147694226567,35.144432075298624,45.50097232593236,11.456756879703299,17.156843374071375,0.056583890967147,36.849867448,41.83513725685965,31.864597639140342,
20210816,32.8627221,32.89246212,31.4252878,31.9705215,32.8131554,-0.8426338999999992,-2.568,9099947,294642584.47,1.2295,33.241411688,34.446873832,36.578737599,,,,-1.5494318357748114,-1.017443250158437,-1.0639771712327488,24.84329146080887,32.581342873707726,43.58124171049946,10.122029428349999,14.811905392164249,0.7422775007214995,36.578737599,42.00952728404147,31.147947913958536,
20210817,31.8218214,32.30757506,30.24560034,30.3843871,31.9705215,-1.5861343999999988,-4.9612,9259198,290702219.3,1.251,32.656524628,33.739061356,36.211448352000005,,,,-1.7757478065085408,-1.1691041614284576,-1.2132872901601663,18.83549205990144,28.337508105577427,40.246003647459275,7.371072578393175,12.33162778757389,-2.5500378399682546,36.211448352000005,42.271501554446324,30.151395149553686,
20210818,30.235687,31.04858088,30.20594698,31.00892752,30.3843871,0.6245404199999989,2.0555,8703702,269943516.94,1.176,31.897162784,33.072884908,35.754443378,,,,-1.883003558547692,-1.3118840408523047,-1.1422390353907748,27.15861477296069,32.13456621311525,42.06760237354371,9.429098552743366,11.36411804263038,5.5590595729693355,35.754443378,41.941438045956374,29.56744871004362,
20210819,31.13780094,31.30632772,30.30508038,30.85031408,31.00892752,-0.15861343999999988,-0.5115,6675512,207071977.68,0.902,31.405461120000002,32.580191909999996,35.27662039,,,,-1.9582300368855172,-1.4411532400589473,-1.0341535936531399,26.335569856011986,31.669658541552366,41.73046891079064,10.91569533135875,11.214643805539836,10.317798382996578,35.27662039,41.42675600917898,29.126484770821016,
20210820,31.0287542,31.50459452,30.41412712,30.87014076,30.85031408,0.019826680000001318,0.0643,9858670,305966948.33,1.332,31.016858192,32.306583726,34.845390099999996,,,,-1.9932705336244325,-1.5515766987720445,-0.883387669704776,26.668915885656006,31.804198250676208,41.79131536921753,12.049209992882753,11.492832534654141,13.161964909339979,34.845390099999996,40.95956830309471,28.73121189690528,
20210823,32.08948158,33.209689,31.85156142,33.18986232,30.87014076,2.3197215600000014,7.5145,18790168,619197871.36,2.5388,31.260726356000003,32.251069021999996,34.517258546,,,,-1.8129595672104841,-1.6038532724597325,-0.4182125895015032,55.15844317022598,45.500513065136296,48.37303857616842,29.471553100206183,17.485739389838155,53.44318052094224,34.517258546,40.21264513368406,28.82187195831594,
20210824,34.22084968,34.3497231,32.5157552,32.8131554,33.18986232,-0.3767069200000037,-1.135,16373898,544911955.38,2.2123,31.746480016000003,32.201502321999996,34.294208396,,,,-1.6810804781145308,-1.6192987135906922,-0.12356352904767709,51.276372669549396,43.937238895858165,47.46361997756305,38.500748661377216,24.490742480351173,66.5207610234293,34.294208396,39.883412805234606,28.705003986765394,
20210825,32.72393534,33.4079558,32.22826834,32.99159552,32.8131554,0.17844011999999765,0.5438,8588629,285373793.57,1.1604,32.143013616,32.0200882,34.109820272,,,,-1.5443642536876254,-1.604311821610079,0.11989513584490696,53.15061385760677,44.915214430884085,47.94731973998829,48.07545923463573,32.35231473177936,79.52174824034847,34.109820272,39.61032953502189,28.60931100897811,
20210826,32.99159552,33.51700254,32.4166218,32.70410866,32.99159552,-0.28748685999999424,-0.8714,7014218,232713527.07,0.9477,32.513772532,31.959616826,33.861986772,,,,-1.4425842347356337,-1.5719663042351901,0.2587641389991129,49.471464878643125,43.579093541935286,47.21648649513805,52.145999935843186,38.95020979980063,78.5375802079283,33.861986772,39.13061090105844,28.593362642941564,
20210827,32.67436864,32.80324206,31.722688,32.09939492,32.70410866,-0.6047137400000011,-1.849,9295901,301284809.76,1.2554,32.759623364,31.888240778000004,33.532863884,,,,-1.3946416209728412,-1.5365013675827206,0.28371949321975887,42.11327214367284,40.79442510895424,45.687966817014555,49.995259924963314,42.63189317485485,64.72199342518024,33.532863884,38.33552950723108,28.730198260768923,
20210830,32.54549522,33.98292952,32.4166218,33.9531895,32.09939492,1.8537945799999989,5.7752,11455353,386067524.08,1.547,32.9122888,32.086507577999996,33.266690704999995,,,,-1.193305343170394,-1.4678621627002555,0.5491136390597231,62.5850200028222,51.218762219640965,50.78449563915761,63.473713952437905,49.57916676738253,91.26280832254866,33.266690704999995,37.24902491185555,29.28435649814444,
20210831,32.08948158,32.10930826,30.56282722,30.56282722,33.9531895,-3.3903622800000015,-9.9854,9549597,296272521.94,1.2896,32.462223164,32.10435159,32.921706473,,,,-1.2924205741437405,-1.4327738449889527,0.2807065416904244,35.23647860638032,37.90376100422329,43.071300575057805,44.43999230810869,47.86610861429125,37.587759695743586,32.921706473,36.55360788645113,29.289805059548872,
20210901,29.03617286,29.74002,27.5095185,27.5095185,30.56282722,-3.0533087200000004,-9.9903,24128875,674431536.67,3.2585,31.365807760000003,31.754410688,32.413647798,,,,-1.5989153045742093,-1.466002136906004,-0.26582633533641076,23.933801611453745,30.19251449914752,37.69162540425465,29.62666153873913,41.78629292244054,5.3073987713363096,32.413647798,36.09095531388884,28.73634028211116,
20210902,26.34965772,27.03367818,25.09066354,25.50702382,27.5095185,-2.002494679999998,-7.2793,38545154,1000838126.21,5.2053,29.926390792,31.220081662000002,31.900136786,,,,-1.9805684119533673,-1.5689153919154766,-0.8233060400757815,19.10962782673441,26.356199332989178,34.72354171758825,21.250037028664998,34.94087429118203,-6.131637496369059,31.900136786,36.38041189412493,27.419861677875073,
20210903,25.21953696,25.21953696,23.3954824,23.86140938,25.50702382,-1.6456144399999992,-6.4516,29291858,711917125.46,3.9557,28.278793684,30.519208524,31.412896125000003,,,,-2.3882878854617857,-1.7327898906247385,-1.3109959896740944,15.941039243487879,23.66098618471102,32.527113923492635,15.58448924081652,28.48874594106019,-10.224024159670826,31.412896125000003,37.07548711146375,25.75030513853626,
20210906,23.70279594,26.04234418,23.0980822,25.6755506,23.86140938,1.8141412199999998,7.6028,39026597,946324574.58,5.2703,26.623265904,29.767777352000003,31.009423187,,,,-2.5357914453277886,-1.8933902015653485,-1.28480248752488,31.06249014648293,32.02116579902635,37.10372736093734,18.28279853448519,25.08676347220186,4.674868659051853,31.009423187,37.10568645193818,24.913159922061812,
20210907,25.07083686,25.65572392,24.5355165,25.02127016,25.6755506,-0.6542804400000009,-2.5483,22986684,582457922.82,3.1042,25.514954491999998,28.988588828,30.595045575,,,,-2.6746523157034012,-2.049642624392959,-1.2500193826208843,28.81881652877368,30.69844890018541,36.180174302848336,18.078028409699833,22.75051845136785,8.7330483263638,30.595045575,37.14312824103452,24.046962908965487,
20210908,25.04109684,25.40789042,24.59499654,25.05101018,25.02127016,0.029740019999998424,0.1189,15664071,395717558.54,2.1153,25.023252828,28.194530294000003,30.107309247,,,,-2.7505936533970754,-2.189832830193782,-1.1215216464065865,29.098160614126584,30.840109781082447,36.25543153141577,18.032589674414034,21.177875525716576,11.742017971808949,30.107309247,36.78667669604215,23.427941797957853,
20210909,25.1798836,25.55659052,24.49586314,24.6346499,25.05101018,-0.41636027999999925,-1.662,12872685,321910603.47,1.7384,24.848778044,27.387584418,29.673600622000002,,,,-2.8119599812950007,-2.314258260414026,-0.9954034417619493,27.29837664476655,29.906450433347246,35.641444294962895,16.7272516468946,19.694334232775915,10.793086475131972,29.673600622000002,36.59959301751955,22.74760822648045,
20210910,24.64456324,25.0807502,23.91097608,24.90231008,24.6346499,0.26766018,1.0865,15723808,389219678.22,2.1234,25.056958184000003,26.667875934,29.278058356000003,,,,-2.8066420759011272,-2.412735023511446,-0.7878141047793621,30.60931967238848,31.363685207873857,36.364354898553024,17.825501831262343,19.071390098938057,15.333725295910916,29.278058356000003,36.35111838307742,22.20499832892258,
20210913,25.06092352,25.40789042,24.3868164,25.12040356,24.90231008,0.21809348000000028,0.8758,14794034,373255378.85,1.9979,24.945928776,25.784597339999998,28.935552459,,,,-2.7530933302403895,-2.480806684857235,-0.5445732907663086,33.56752421776294,32.60906110904264,36.96635017378734,22.0329216186987,20.058567272191603,25.98163031171289,28.935552459,36.12215367643893,21.74895124156107,
20210914,25.76477066,26.26043766,25.07083686,25.279017,25.12040356,0.15861343999999988,0.6314,18368391,475045598.62,2.4806,24.997478144,25.256216318,28.680283953999997,,,,-2.667111977825389,-2.518067743450866,-0.2980884687490457,35.95050908607041,33.56543228038365,37.415652911589106,33.16048678815093,24.425873777511377,50.629712809430046,28.680283953999997,36.011432576303164,21.34913533169683,
20210915,25.279017,25.279017,24.57516986,24.7337833,25.279017,-0.5452337000000007,-2.1569,10628634,265666347.72,1.4353,24.934032768,24.978642798000003,28.366526743,,,,-2.6128476580948288,-2.537023726379659,-0.1516478634303393,31.316675324768994,31.869414793239727,36.48286761854543,39.34837050190022,29.400039352307658,59.245032801085344,28.366526743,35.814248830448484,20.91880465555152,
20210916,24.6842166,24.69412994,23.4946158,24.3868164,24.7337833,-0.3469668999999982,-1.4028,15782665,381667200.9,2.1314,24.884466068000002,24.866622056,28.043351859,,,,-2.568235107216527,-2.543266002547033,-0.04993820933898796,28.510429186438472,30.789391546660624,35.88874593173789,39.81636403323015,32.872147579281815,53.70479694112683,28.043351859,35.597447787381384,20.489255930618615,
20210917,24.01010948,24.2381163,22.92955542,23.27652232,24.3868164,-1.1102940799999992,-4.5528,14150528,335106754.71,1.911,24.559308515999998,24.808133350000002,27.663670937,,,,-2.5925850853350454,-2.5531298191046354,-0.07891053246081992,21.211580443750847,27.53223238868614,34.03785023711636,30.016464910938094,31.920253356500574,26.20888801981313,27.663670937,35.38110862828472,19.946233245715277,
20210922,22.63215522,23.98036946,22.47354178,23.27652232,23.27652232,0.0,0.0,9964221,234557190.58,1.3456,24.190532268,24.568230522,27.168003936999998,,,,-2.582117574341467,-2.5589273701520017,-0.04638040837893076,21.211580443750847,27.53223238868614,34.03785023711637,27.079039434330546,30.306515382443894,20.624087538103844,27.168003936999998,34.6611457522716,19.674862121728395,
20210923,23.78210266,23.78210266,22.9989488,23.26660898,23.27652232,-0.009913340000000659,-0.0426,10256886,240102415.13,1.3851,23.788050664,24.392764404,26.690676616,,,,-2.5452814994109794,-2.5561981960037974,0.02183339318563604,21.141991383852428,27.501318723969973,34.02079267822528,25.033495748357133,28.54884217108164,18.00280290290813,26.690676616,33.879782378350626,19.501570853649376,
20210924,23.26660898,24.07950286,23.0980822,23.45496244,23.26660898,0.1883534599999983,0.8095,14541727,347088619.46,1.9638,23.532286492,24.23315963,26.213844962000003,,,,-2.472389922534834,-2.539436541310005,0.13409323755034208,26.6300766887733,29.150201743209237,34.66988309650479,25.327740620840665,27.475141654334642,21.032938553852702,26.213844962000003,32.89006035010259,19.537629573897423,
20210927,23.45496244,23.5937492,22.12657488,22.54293516,23.45496244,-0.9120272800000002,-3.8884,14208523,324973178.56,1.9188,23.163510244,24.023988156,25.705786287000002,,,,-2.459860066434892,-2.5235212463349823,0.12732235980018025,18.962148168466115,26.0237456665578,33.028159249385226,20.24247456249361,25.06425262372096,10.5989184400389,25.705786287000002,31.825742945336238,19.585829628663767,
20210928,22.37440838,22.68172192,22.0076148,22.09683486,22.54293516,-0.4461002999999977,-1.9789,13531210,303548748.91,1.8273,22.927572752,23.743440634000002,25.205658284,32.59572280933333,,,-2.4575969829784157,-2.5103363936636693,0.10547882137050735,16.220693930477466,24.615026811767535,32.248744477241104,14.194283740946679,21.4409296627962,-0.2990081027523672,25.205658284,30.731666051816877,19.67965051618312,3.7313848994830856
20210929,21.809348,22.04726816,20.9667141,20.97662744,22.09683486,-1.1202074199999998,-5.0695,12704697,274780509.95,1.7157,22.467593776,23.329063022000003,24.556830181,32.31368828633334,,,-2.517178384338969,-2.5117047917987296,-0.01094718508047876,11.298478604800465,21.436264092270633,30.370771159251362,9.539484179786434,17.473781168459613,-6.329109797559923,24.556830181,28.60900205211791,20.50465830988209,3.7686492751344947
20210930,21.3540365,21.9499631,21.10573375,21.77118512,20.97661632,0.7945687999999969,3.7879,15725392,341267573.69,2.1236,22.168509004,22.978279834,24.117248076,32.038122275666666,,,-2.471789657264317,-2.5037217648918473,0.06386421525506059,29.506024479860997,28.573539763099973,33.247853125797235,13.553836167648367,16.167132834855863,8.32724283323337,24.117248076,27.223053491662345,21.011442660337654,3.8089517168046587
20211008,22.16846952,23.32059428,22.1486053,22.29758695,21.77118512,0.5264018300000011,2.4179,14980387,339539151.37,2.023,21.937033906,22.734660199,23.8566514985,31.7483637245,,,-2.366067976880881,-2.4761910072896542,0.22024606081754605,39.39599263028588,32.974342943602224,35.10168123151401,22.596567705279455,18.310277791663726,31.169147532510912,23.8566514985,26.619719436390188,21.09358356060981,3.788521586562905
20211011,22.63527869,23.22127318,22.07908053,22.843853,22.29758695,0.5462660499999998,2.4499,12713670,292202206.92,1.7169,21.997217474000003,22.580363859000002,23.7234929575,31.436813031166665,,,-2.2126970839664395,-2.4234922226250113,0.4215902773171436,48.40926810366956,37.34459739408518,36.99637906980461,35.165741424432014,23.928765669253153,57.639692934789736,23.7234929575,26.407225397603362,21.039760517396637,3.7438923699294326
20211012,22.78426034,22.78426034,21.99962365,22.01948787,22.843853,-0.8243651300000003,-3.6087,10094281,226576278.97,1.3632,21.981748076,22.454660414,23.631396882,31.120775369666667,,,-2.1330801032047972,-2.3654097987409686,0.46465939107234266,38.13778013207522,33.724538600057585,35.37029138918578,34.71746733441413,27.524999557640143,49.102402887962114,23.631396882,26.41958523001308,20.84320853398692,3.7596184059730153
20211013,22.02941998,22.29758695,21.46328971,22.18833374,22.01948787,0.16884587000000195,0.7668,6682683,146828990.21,0.9025,22.224089336,22.345841556,23.457036039,30.805734360333336,,,-2.0329243354490387,-2.2989127060825827,0.5319767412670879,41.20400944935532,35.129595266169105,35.97175666635282,36.226705832804235,30.425568316028173,47.82898086635635,23.457036039,26.141192497359732,20.772879580640264,3.7629392008353815
