交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(元)
20260601,1296.323741,1296.323741,1271.22761673,1279.3259768,1295.346858,-16.020881200000076,-1.2368,4384460,5741133268.45
20260602,1275.809198,1295.69853588,1270.924783,1277.00099526,1279.3259768,-2.3249815399999534,-0.1817,3636185,4769963103.81
20260603,1273.855432,1273.855432,1246.502708,1252.27608653,1277.00099526,-24.724908730000152,-1.9362,5247652,6743202681.32
20260604,1249.42358817,1259.19241817,1237.40792727,1238.687644,1252.27608653,-13.588442529999838,-1.0851,3350617,4273269325.49
20260605,1248.456474,1253.340889,1238.43365442,1243.43529538,1238.687644,4.747651379999979,0.3833,3130397,3984001862.34
20260608,1242.595176,1248.456474,1230.87258,1233.78369134,1243.43529538,-9.651604040000166,-0.7762,3082836,3898027116.3
20260609,1233.79346017,1233.803229,1223.59480165,1226.965048,1233.78369134,-6.8186433399998805,-0.5527,2786012,3500590714.75
20260610,1223.13566664,1252.364006,1221.30889543,1246.38548204,1226.965048,19.42043403999992,1.5828,3924414,4991686419.32
20260611,1242.71240196,1253.22366304,1237.62284153,1249.433357,1246.38548204,3.0478749599999446,0.2445,2535198,3230008219.71
20260612,1241.79413194,1265.063485,1235.76676383,1262.04491653,1249.433357,12.611559530000022,1.0094,5049478,6477910214.33
20260615,1262.8166541,1262.8166541,1240.7390983,1241.7159813,1262.04491653,-20.328935229999843,-1.6108,4158556,5303656129.29
20260616,1237.72052983,1238.57041804,1225.988165,1226.64267661,1241.7159813,-15.073304689999986,-1.2139,3496974,4399957625.46
20260617,1228.918814,1230.64789691,1209.92820848,1211.33492,1226.64267661,-15.30775661000007,-1.2479,4480330,5581256291.12
20260618,1206.450505,1210.23104221,1183.22022726,1186.912845,1211.33492,-24.42207499999995,-2.0161,5747173,7016713941.4
20260622,1186.23879573,1223.8390224,1177.144015,1212.71232503,1186.912845,25.79948003000004,2.1737,5825131,7163236298.37
20260623,1210.358037,1234.780112,1188.866611,1194.19062335,1212.71232503,-18.521701680000206,-1.5273,5800405,7179745910.82
20260624,1194.38599995,1213.16169121,1179.59599133,1179.76206144,1194.19062335,-14.428561909999871,-1.2082,4533528,5516574459.55
20260625,1179.097781,1198.635441,1172.2596,1184.0798843,1179.76206144,4.317822859999978,0.366,4844649,5860481755.21
20260626,1199.0,1199.0,1168.1,1168.63,1184.08,-15.449999999999818,-1.3048,5006647,5922014053.77
20260629,1169.0,1215.0,1151.01,1194.96,1168.63,26.329999999999927,2.2531,6687812,7949237761.39
20260630,1187.0,1195.67,1176.0,1185.49,1194.96,-9.470000000000027,-0.7925,3960779,4684236158.95
20260701,1180.1,1196.8,1166.33,1193.01,1185.49,7.519999999999982,0.6343,4247381,5033838235.54
20260702,1193.01,1215.52,1190.51,1203.0,1193.01,9.990000000000009,0.8374,5087015,6122360931.78
20260703,1205.24,1210.14,1185.0,1194.45,1203.0,-8.549999999999955,-0.7107,3426755,4099266243.41
